customer_id,user_name,ratings,review_head,review_body
review-e7cb44a9-010b-413f-bc07-ae84d469b20e,AMIT DAS,5,Superb Product from the Brand Leaders ! ! !,superb product brand leaders slim light weight looks happy show
review-9ff7e175-6a7c-484d-96ba-4a59090f0d84,Aswath Sarathy,5,Waste of money!,good product
review-5c38193c-0966-4fe9-9676-96e56793808b,Saifan nadaf,3,Fair,good
review-81698631-a12e-47e9-84b4-db5f00e607a0,Flipkart Customer,5,Best in the market!,good
review-9addfa88-1306-4784-a1a0-243f2f68f81b,Manish Chaudhary,5,Best in the market!,awesome
review-2d895e1a-da77-488d-bea0-d5c337ebcbe7,SANGRAM KUMAR DALAI,4,Wonderful,good
review-b803329d-64b6-4629-a76f-475ac69f7748,Mouzam Ali,4,Value-for-money,everything okay heavy 4 stars
review-a07b9de8-2199-4e42-b658-65962f9c1e5c,Ayush Srivastava,5,Best in the market!,1 day used continuously 8 hours copy paste everything working fine till
review-5490d78d-2c09-4336-b104-ea9d814ec0f1,ashis kumar,1,Simply awesome,wrost product
review-db1d41f6-e7db-4dba-8dcf-1caaf74a7e75,Ayush Heda,4,Really Nice,good extremely compact
review-bcc258d8-cb38-48e0-9f3d-8a6650d85a7f,Sanjay Chauhan,5,Highly recommended,awesome product
review-2b546db7-c7ba-4aa8-8994-b669d9b63323,Yogesh Shahi,1,Hated it!,worst experience first time flipkarti ordered product cost emi 6 monthbut company done pay full amount single transaction
review-197584d0-481e-4b3a-91d1-d728ba240b58,Amit Chourdia,5,Super!,nice product
review-84506a67-587f-4d89-b6a9-e3ceaaff806e,Flipkart Customer,2,Really Nice,best product
review-ed097bd0-1829-4fc5-b9d9-3343a67bd6e1,Arulprakash Balakrishnan,3,Does the job,zip working properly
review-cca938ea-b859-4829-8cfa-59afc760d0bb,Gokul P,4,Really Nice,awesome product useful
review-3fb9578a-4840-4500-a412-2d9885f3d394,Flipkart Customer,5,Wonderful,product good wrok smoothly
review-5b61cbfa-6985-4811-9357-9c700ddcc687,sravan kumar,5,Simply awesome,awesome
review-19b91df5-aa8e-4de3-bc85-c4aaf681b3ef,Vivek kumar,5,Wonderful,good
review-d4c0b8f4-bea6-4f9b-a8c1-bb0044077d4f,Nusrath Shaik,5,Mind-blowing purchase,nice performance
review-a1c39980-e9f5-4de6-b097-d042759d1f27,Nilavarasan N,2,Moderate,15 days dead today
review-384ebf0a-2c77-4e76-a692-666eb7819318,Shahrukh Anwer,4,Worth the money,write speed low around 30mbs read speed around 100200mbs issues far 3 years warranty issues replacement done without asking reason
review-bc2de189-c136-404d-a52a-a42218b0fd12,Flipkart Customer,5,Brilliant,nice productweight lesseasy handle
review-16e08763-db06-4faa-b32f-009d8ea49633,Sajida,4,Nice product,looks wise awesomelight weightjust started used much
review-2a6d9068-1073-4dd1-b739-5904e7a3dbac,Flipkart Customer,4,Great product,nice one good product
review-92922162-8b7c-4f7b-af93-8d3e650f8a26,Gopalan A,5,Great product,good
review-d476a5cc-6278-4879-88a2-89408fa93227,Flipkart Customer,5,Great product,excellent product
review-33fba2f2-a3b2-4f48-b86d-35165d54a282,annesha Customer,4,Good choice,product good case cover
review-5744d44f-9fbe-456f-8b19-4ffd845fad6a,Prashanth S,5,Awesome,good product really worth
review-ed4d795c-cd02-4706-8ef1-f0ec99a09951,kumar gaurav,1,Absolute rubbish!,bad
review-aa3fd249-b57c-482a-a51a-33042ecb7765,Naresh Chavda,5,Fabulous!,purchase product 24th jan 2017 works goodspeed awesome never hang respondedits transferring files smoothly
review-0f031038-13ba-4123-bfdd-596482c2842a,Flipkart Customer,5,Perfect product!,smart purchase
review-d7524de6-b0ce-40c7-bbd9-d565667bc103,Himanshu Ramekar,4,Nice product,product fine delivery 2 days late
review-bf5219ec-6e6c-4081-a669-d2be142626b6,Rohon Ahmed,1,Terrible product,lots disturb product plug computer showing hard disk time showing hard disk automatically unplug computer disappointed
review-3695614c-6c90-4d76-8f17-8ba4e6466f20,Prince Oliver,5,Wonderful,good product slim handy transfer rate good
review-550e6292-d109-4bbb-9936-5c366a7c6015,MADHU MOGILI,4,Decent product,buy product crashed one month
review-3c2ef451-96c1-4fe0-8fb8-cb48fb30e306,Flipkart Customer,1,Very poor,doesnt work even days days trying different systems drive cannot recognized even installing said drivers proved waste money
review-59b1db13-f7a1-482d-82b2-31ad6e7a4173,Sonali Sonal,4,Worth the money,awesome price love
review-e81f5767-0410-4bac-a324-3db77739e4b2,Rajesh Palei,2,Could be way better,good qulity price high
review-31b98711-608d-4f55-96c7-b1974a502167,Sushanta Banerjee,5,Great product,arrived day late product packaging excellent
review-f36544a8-104e-44b0-8860-4620b2d919a0,Flipkart Customer,2,Moderate,running windows7
review-e7f07504-3a1c-46cb-9b91-3a52b3595d95,Flipkart Customer,4,Wonderful,got want 6299 giving 4 star bkz extra 200 ins
review-05a1aad8-d5c8-4e32-9abb-fd66c5c636ca,JITENDER BEHERA,5,Super!,good nice product price like
review-a8c2b2bb-be2a-43e8-a325-06e9a3d8549f,Flipkart Customer,5,Worth every penny,nice
review-5d99ac1f-9152-4343-83d9-bead563b0814,RAO RAUF LALA,5,Fabulous!,rao rauf roorkee good product facebook id rao rauf lala
review-61f8a95d-6022-497b-b6cf-b05aa2514edc,Bhairab Rajak,5,Terrific,thank good dalivari
review-1b9b997d-da29-406e-b578-508ab04e5de5,Lakshay Sharma,3,Good,nice onebut 2 tb doesnt connects android phone lookinf 1 connects phone go 1 tb
review-791a1150-fc0d-47a0-ab94-b7ddd05f3b36,srinivas venuvanka,1,Unsatisfactory,connecting waste product
review-6ae286f8-52ae-43b6-8d0f-c99fff5cf24a,Arindam C.,5,Worth every penny,slim good looking beauty transfer speed fast fully satisfied
review-f19420b8-39a0-4f81-b24e-cc421c9401f1,CHANDAN KUMAR,5,Excellent,product delivery flipkart good qualitythis also one finest product got
review-71cbcc50-83c2-418c-8350-84c56e4ac521,Nikhikhilesh Roy,5,Excellent,amazing
review-85132ba7-48ab-4e52-aa38-b06d1287ecd1,Flipkart Customer,2,Not good,working like 2 months stopped working click sound whenever try connecting computerand detected
review-2f22d219-c874-4711-bcef-77d4a3a1ed21,Aishwarya Modi,5,Excellent,got 4099 rs sale great value money
review-d3fc83d9-08c8-411a-8374-c248abc7f5d1,Flipkart Customer,1,Absolute rubbish!,pls dont bought itit always old diskits fresh diskalready bought itnot working
review-4b7167ed-0b7b-424f-8c65-0a03c7cdcb58,parthasarathy V S,5,Excellent,nice colourgood productfast delivery
review-11625758-e9f7-426e-ae20-5d3be16861b1,Flipkart Customer,5,Just wow!,good
review-daf08da5-8bc8-413d-a798-fc883c50d69b,Flipkart Customer,5,Mind-blowing purchase,simply excellent
review-5b8245cc-2f1c-459e-8d88-ed9ef78a4098,Indrasish Banerjee,5,Classy product,satisfied
review-5255e45b-16b2-49b3-82d2-b4b171e8e90e,Dhiraj Rajput,5,Excellent,nice good products
review-c49e83b3-b29e-4cf3-9b2f-4f76f6405d7e,Animesh Kumar Rana,5,Must buy!,good productbest speedlow price
review-59af205a-732f-4857-8df7-cee420b810b5,Chirag Patel,5,Best in the market!,good product
review-dc0d75da-cff7-403b-ab89-63428af49254,Rahul Trivedi,2,Moderate,hello guys honest review product giving two stars two stars service flipkart product desrves 0 stars first worst experience flipkart purchased drive 11 august got delivered 14 aug drive worked 15 august got corrupted 16 august important sensitive data became corrupted way recover data thus lost everything product cheread
review-96b8e31a-a36f-4baa-b5f0-9fda64abd339,Manohar Reddy,4,Value-for-money,good
review-e9d4d91c-1199-48c9-956c-74ed3202c2b1,Vignesh S,5,Just wow!,really good stuff
review-334a739b-bb27-4222-bdc7-19b7290a10f2,jagadeesh devaraju,5,Awesome,best
review-485c2bd9-2790-4d3d-8112-880bdedfb70e,Halendra Sharma,2,Expected a better product,support window 10
review-666884dd-e7a5-4081-ae9b-dcb5de1c87e6,Flipkart Customer,5,Classy product,good
review-aba849c4-bd98-4598-8af8-c1963b722f5d,Ravi Kumar N S,5,Excellent,item delivered good condition committed flipkart
review-9de31afd-03b7-4d73-a9dd-ee07edf1e2df,Flipkart Customer,4,Delightful,good
review-575643d1-cb61-4117-a46f-474dd50011a1,Saravanan S M S,5,Brilliant,worth money given cost
review-c613c1ee-7728-4c5b-b6e4-0eeba5ee3076,Ajit Rajbhar,4,Delightful,gives 931 gb 1tbbut good product
review-d347c70d-d647-4788-b33c-ce2a9f2c04ec,Flipkart Customer,5,Excellent,fast delivery great product
review-07691d6a-edf1-48a4-8a8a-355db9351e5e,Mahesh A V,4,Very Good,good
review-44e3a245-0e93-4c5b-8de5-397d0b1a37d8,PREETHA CHATTERJEE,5,Best in the market!,nice
review-bef5d6b4-bf9e-4fc8-8f57-70bfd3d1c28f,Harish Kumar Siva Kumar,5,Mind-blowing purchase,best thing ever purchased flipkartim writing review use 2 weeksi must say builtin quality product goodthere issues delivery productits simply awesome
review-39ead0be-17cf-466f-8519-1d151b78f2ff,Sathish Kumar,5,Just wow!,superb product
review-64614c76-c5d2-41d5-8f32-e48e573c01d1,MAHESH LEKKALA,5,Awesome,nice product
review-e32b1ad8-f1b1-4de4-a87b-760cd5d63921,Rakesh Sarkar,5,Classy product,one best product budget range got 36k thanks flipkart fast delevery
review-6161c068-af78-494c-9c48-f93e0ff6cb94,Amarjeet Kumar,4,Wonderful,transfer speed good nice product
review-7fdd1417-09bf-4dff-b0c4-ac0c1ea54a37,Darpan Chopra,1,Worst experience ever!,bought hard disk 20th aug 2017 firstly got used product stopped work 78 days requested replacement got new hard disk new hard disk also stopped working 45 months time lost much data going puchase hard disk go wd hard disk failure rates wd hard disk 34 seagate hard disk 2425
review-10618915-2d2b-41ed-81e8-dc53e1959316,Mohan Chavan,5,Excellent,nice good product
review-594ada81-b339-4f42-b365-da399f9eb889,Madhanagopal Prabhakaran,4,Wonderful,looks slim stylish let us see performance
review-ecb88341-cdcc-40eb-aca6-9421cf83ee87,Naresh kumar,5,Classy product,words say blindly go sure everyone enjoy performance
review-7cdf8238-4117-482d-ad0d-d33a563ffe71,Surya Pratap singh,4,Good choice,worth
review-3f6996fb-7c0a-4941-9f8c-8144e9a77d5e,Arjun R,5,Terrific,worth money pretty good data transfer ratebut u shud hav usb 30 port den u wil get spped write read
review-22f899d1-638e-4ee0-994c-96088da79d13,Geevarghese Joy,4,Delightful,small size could carried pocketbut body slippery useful
review-4dccef42-10a9-46c1-8f7f-3f363e9c4e96,Shareef rayapati,1,Useless product,working return product 10 days replaced
review-ef76fdc1-3ba5-44a9-ad91-5cfc7c93040a,Alok Dugar,5,Super!,perfect seagatethis works lot fast moreover issue companies external hard disk
review-cc4b9b3a-0316-4b0f-9e06-b3512e7e3522,Flipkart Customer,5,Simply awesome,ok outer structure sophisticated
review-4fb7e8d3-88b3-46bc-9b23-4cf02e0d3990,Flipkart Customer,1,Absolute rubbish!,buy item flipkart sell faulty products sold faulty drive suffered heavy loss rs 3700
review-12a4c51d-e512-4476-bfd6-07c8949cc939,Flipkart Customer,5,Highly recommended,superbe
review-55eacedf-1d87-4617-9074-b3251dcf1025,L Narendrababu,5,Wonderful,superb
review-a2904c3f-36d6-48f4-a951-0ce6307bf500,Venkatesh.N,5,Wonderful,nice product good rate
review-4b39ca11-80e2-452a-ace2-680bca6eba2c,Vinayak Bhat,5,Terrific purchase,good product
review-d1061d4b-ff9c-4270-91df-c7ea676194b4,Ajay krishnan,5,Classy product,nice product delivery fast packing worst good working body want buy pls buy pouch else may scratch skin pls use personal
review-aaef92d1-23f1-4a16-a69d-27bab9e6071e,manish kumar,5,Classy product,good product
review-e561f20a-5fc1-441c-9370-286cec8ba54e,Sunny Dhawale,5,Classy product,thanks flipkart time delivery operates good till problem good trustable product seagate
review-3d0236f1-ce4a-4bd8-a331-b2fa94b2f7dc,Jignesh Fadadu,5,Classy product,delicate piece fast transferring stuff light weight love
review-fbe13efc-c9b5-40f6-a0e9-36c68a0f9e3a,Hemant Agarwal,5,Brilliant,quick delivery product quality detoriated compared earlier purchases hard disk
review-02117c74-c353-4c6d-a1a1-8a1da2116de2,Flipkart Customer,5,Perfect product!,superb drive flipkart service also best
review-fb9aee1f-5651-4b72-a7eb-b18cd273b79e,Deependar Patni,5,Terrific,nice
review-545b1f04-a842-438c-b9bd-5b8630de952a,Jaideep Khedekar,5,Excellent,absolutely worth penny segate packed beast box ever hungry data anyways share seagates service india sweet problem persist thell make right best thing money buy righ
review-23b7922b-c195-43e6-aed3-6f74fff33a40,Abdul Mujawar,5,Great product,best hardisk light weght
review-ec4cbe42-ea8c-4e17-9d90-8d2b2d39bbc3,Prabhat Jha,5,Terrific,superb
review-9fdb064d-e744-44fb-acb2-98c42814e099,Saptarshi Das,4,Just wow!,perfect slim good product
review-2206324c-2563-40f9-8372-c1557ab8d646,Flipkart Customer,5,Awesome,good working problem
review-4c856203-88c3-4583-b58b-557a6f244206,Shaju Najeeb,5,Worth every penny,fast prompt delivery thanks flipkartthe seagate hdd working goodand looking good
review-7eb59aaa-158c-4192-a1ca-6bd700d3bab0,Hardik Pandya,5,Super!,superb
review-530c64be-da80-4b7d-898b-fc60f38ef0f7,Flipkart Customer,5,Just wow!,good
review-b4a355a5-d7c8-4333-81f2-3158d408799b,Hema Swamy,4,Great product,standard hard drive amazing performanceno issues
review-e9d209c0-d710-451c-9d2c-f384814f4726,Flipkart Customer,1,Terrific purchase,nice
review-234a6e91-e0da-46e3-b514-41b145099607,Chandidas Roy,4,Very Good,wow supper excellent
review-95426ed7-8fb4-49e9-adfe-de417c0d9909,Nishant Roushan,4,Value-for-money,avarage speed data transfers 30 usb port 80mb 90mb
review-ab759d08-f899-4b78-be5d-bb9e7fddebea,Anoop Meena,5,Fabulous!,fantastic hard disk
review-3f8541b4-607c-4ab5-904d-439b05482261,Ajit Sharma,5,Simply awesome,good
review-fce1a3c8-80d2-4768-b08f-9285e446c1b6,Karimulla Shaik,3,Just okay,product dont know took 15days delivery late delivery given 3 star product ok
review-b705967d-5e9c-4c7c-9df2-aac592ee1a40,Rajasekhar Reddy,5,Mind-blowing purchase,good
review-77428044-e461-404d-a5a8-5422ae828be8,Flipkart Customer,4,Good quality product,prompt delivery product working good
review-692d3def-8026-43aa-bb25-6b256be208a6,Vivek Choudhary,5,Mind-blowing purchase,one word fabulous
review-67f5052d-55b8-4601-be0f-ca244e5ef621,Flipkart Customer,5,Simply awesome,goood product
review-df89038f-922d-430e-a972-1417ff0d933d,Flipkart Customer,5,Brilliant,good one
review-fcb152bc-cc1e-43e7-8605-aa22d91a2da5,Pankaj Sharma,5,Super!,awesome
review-0bca1490-8239-4563-9e09-04f8582f0c3e,Sachin Kale,5,Perfect product!,product good delivered time good communication
review-31d73761-a804-4120-ae88-cfae50a955c4,Dr.Hina Zaineb,5,Nice,gudgo
review-277735a6-3f67-4547-a9bb-acf86e45e0ab,jatin singh,5,Worth every penny,super slim
review-b16e0379-05dd-4fd2-bac1-829c52db0d1b,Soham De,5,Highly recommended,great product storage online backup support also express delivery service flipkart received product days scheduled delivery date
review-48c8eaef-68bc-43d3-b6f7-a939889a035f,Flipkart Customer,4,Worth the money,good one
review-d3dd2f0e-e3f7-4afb-a522-5d5d1c7afa6e,Nainit Patel,5,Very good,nice product
review-dd44bd4c-dc0a-411d-8b3a-fb14b78d134e,Ganesh Dakhni,5,Worth every penny,good product
review-41fec608-1d72-49f8-a177-d815f9209d2e,Flipkart Thribhunesh,3,Fair,totally 931 gb
review-a3b6e07e-96c5-45fa-b38e-14bbb6657fac,Krishna Karthik Guntamukkala,5,Wonderful,nice product
review-adfd08c0-d9a8-4569-bbb5-f64765fb0873,NIBADITA PAUL,5,Excellent,got 930 gb 1 tbproduct quality good
review-288e1752-b381-4c55-877f-1aece8f02dbd,Anuj Sharma,5,Mind-blowing purchase,good experience vendor product
review-6ea17d3e-1d36-4521-a094-7d20d5eda8fd,SANDEEP KUMAR,5,Fabulous!,nice products
review-79731eef-0891-482e-abed-882939ead84f,Flipkart Customer,5,Fabulous!,got seagate plus slim hard drive flipcart good packed conditiondrive working finelight weight elegant blue looks
review-b43fca78-7668-4756-b66d-6f5224310808,Goutham Loganathan,5,Brilliant,good product amazed seeing slim size harddisk value money
review-d4269e30-2661-4716-b01c-b7edafcd54b7,Balakrishna Sama,1,Utterly Disappointed,worst product
review-3448d6ae-8b00-4d7a-be0c-2cce0f6c55b1,Praxi,2,Expected a better product,starts hanging awhile
review-725e3e6e-cd9b-40c1-834c-78126bad47e2,Harsh Sinha,5,Excellent,superb
review-57caa9d5-385f-4598-ad06-1c3e665e84a4,Mehul Brahmbhatt,5,Terrific purchase,nice product
review-691544c8-8ef2-4857-9f77-606e101efa92,SAROJ KANTA BEHERA,5,Must buy!,awesome product best performance
review-5f8e782d-e2da-419b-a5b0-df4d944e3b45,Girish Kumar Balegowda,4,Good choice,excellent product
review-1f2f6296-def8-4efb-b964-d0c5a83e1946,saurabh kumar,5,Best in the market!,nice product transfer file laptop harddisk around 35 25 mb per sec
review-f303ab6a-3698-4502-8999-4e57fc4bf809,Aptha Gowda,5,Super!,nice product design awesome transfer speed good seagate mobil back app laptop backup quality app low
review-fb965127-7074-4979-ba11-314898cf6a3e,Nabeel Ahmed,4,Delightful,already seagate one best one every one doubt warranty period seller genuine nd hard drive also genuine doubt
review-a68454e8-4c0a-43de-89d4-0cb4dd7343d4,Flipkart Customer,3,Good quality product,product awesome packing quality poor exept love ur product
review-08612af5-cde5-40bc-a60a-e64013664f93,MURALI KRISHNA,4,Wonderful,nice product within value money
review-e5c59a89-ab5e-4f00-88ad-b5d978876995,Binayak Das,1,Worthless!,got defective one would recommend buy site
review-e93d5d65-7b4b-492a-a917-e0194496d4a0,R K Rattan,5,Highly recommended,good
review-21b990ff-a5a9-4873-9363-c01494cdc9ff,Flipkart Customer,4,Segate hard drive,excellent product delivered time
review-35c2db9d-f154-4994-8286-c2923bca425a,Prabhat Pandya,5,Classy product,nice word seagate spend 3688 fully satisfied
review-aff7dbc8-135a-4025-9a87-6daaadc009c0,Hiran Baran Mondal,5,Fabulous!,good product seagate using one year still warking good
review-582ee42e-6ba9-4746-8069-d69b1fe142dc,HUKUM CHAND YADAV,5,Great product,fast delivery flipkartits also work onida vu led tv
review-4cabd653-7f63-4d29-94e6-f9ca304f0aeb,nevil kavarana,5,Mind-blowing purchase,awesome product
review-84c9ef7f-3af6-4617-b663-f1018a52055c,Raquib Chowdhury,5,Wonderful,working perfectly
review-27f9573f-864c-4a44-a2a3-ac8ba1672e38,Sudipto Dey,5,Best in the market!,nice n fast
review-a14bc8e5-08c8-4762-abe0-01d6cba4a589,Rohit Robichan,5,Highly recommended,light weight pocket size good one
review-c85f83e8-e0db-4cbb-987b-504522d97122,Salik Miskat Borbora,5,Excellent,decent product got delivered 36h far good heating speed issues sleek design relatively light good procure sale thumbs
review-aa152020-f196-47e1-a658-c817bb136c15,Flipkart Customer,1,VERY VERY BAD,product got damaged within 3 weeks also cannot return
review-b3062a7f-4622-46be-b1e6-d4a01fe002cd,Vamsi Krishna,5,Super!,grt seems 100mbs copy paste side
review-7a2e09ab-e3ed-4325-937f-08b506864789,Shilpa Khalkho,1,Bad quality,product responding well
review-f68773e7-8fb3-43fd-84a1-1b7169b7da95,Sarath V A Kumar,5,Excellent,loved
review-0aed3518-b287-4591-a591-bb5d35e86c49,RAVI KUMAR Bandari,4,Wonderful,good product
review-b62dce24-7fb7-4aa7-8c8d-86176dede1a8,gayathri kannan,4,Good choice,awesome color thng gt disappointed said hav speed 120mbps bt get 30mbps otherwise gud product go
review-41918780-bfad-400e-8caf-4726bd6c45f8,Sumanta Pramanik,5,Quality Storage Device,good deal buy 2 tb external hard disk works fine windows mac ntfs file system need ntfs driver mac
review-bbf565b3-ce22-4d3e-b20e-66667e545282,Prathap V,4,Good quality product,product lite nicegood go
review-78fa5265-2fe4-4dba-91bc-e54f25a5ff7f,Flipkart Customer,1,Highly recommended,awesome
review-450b00dd-260a-4383-98fb-1c1797f364dc,Shashi Das,3,Good looks and Size but Heats Up problem.,works good nice look using hdd gets heated time dont know normal 1 tb size computer shows around 800gb ok
review-ec194ba0-8ee9-4e6a-9f3a-c84b6259ad79,CHANDAN KUMAR JHA,5,Does the job,good speed
review-b6606e29-7887-494b-b49a-126bb1e8a722,SARATH PS,5,Fair,work androidi checked moto z play even detecting hard disk
review-1e519b08-92e2-4ecc-b3e5-212376e1881b,Mandeep Dayos,5,Great product,incredibly light weight fast
review-83204ee6-0c5a-41b1-b9a4-14581dbea251,Senna Kesavan,4,Very Good,nice one
review-ceec1cf0-5206-4596-a150-811d243c301d,vishal patel,5,Worth every penny,good product slim small size carried pocket also
review-cd1ab492-dd2c-4137-8fdf-c816ec23fd0d,RAJESH NILAM,5,Classy product,superb
review-5f625ebe-5272-4250-8260-8d8072a9a9fd,Suraj BM,5,Classy product,good product portable like light weight n helpful carry huge amount data hand
review-9929170a-a640-49d6-bf1d-f109c8422123,rajkumar arisetty,5,Perfect product!,strong useful
review-4d2ed4c5-7cf2-4171-a8d6-c435d35d8a0f,Niranjan K,5,Brilliant,product good speed data transfer also good comes good colour also easy carry
review-6412673c-acbd-4f33-a54b-76d551c58492,Sai krishna prasad k,3,Just okay,satisfied delivery partial satisfaction performance 30mbps transfer rate
review-46c36158-2683-41f9-8ed9-f3b52918258d,Gopikrishna Prathipati,4,Wonderful,nice one go
review-cd8accdb-888b-4cef-b680-6b43e9c86831,Snehal Shroff,5,Great service by flipkart.,great service flipkart always delivered less 3 days simply awesome
review-ab2c9c7c-9d81-43aa-97a7-7f43a142128d,Pramila Shukla,5,Terrific purchase,great product working well
review-4480af92-8855-45f8-a2a4-830c305e95eb,Sachin Karanjekar,5,Fabulous!,good
review-2b52fb05-982e-4c0b-89dc-b3708406ef38,Flipkart Customer,5,Awesome,great
review-1f2d6388-9367-44e9-b1ae-023ad3631909,Sasikala Kesavan,5,Just wow!,nice slim small good
review-ecf69bfa-0c2e-43d4-9473-45f051247e19,Manoj Kumar,5,Highly recommended,superb product
review-9a317b53-0f2d-4554-b633-bed1cab7be87,Ashirbad Gopalchetty,5,Good,awesome
review-03bbc593-e977-4bfc-882b-79e86daee333,Dnyandeo Patil,5,Wonderful,nice
review-1858eff0-db07-427f-b8f0-14d2d82b78ee,Somyakanta Routray,5,Terrific purchase,awesome product
review-1496fd87-80b3-40ae-890a-e4f06622f84d,pradeep khuntia,5,Brilliant,awesome
review-38cf8746-c038-4b82-aae9-c54a5d15e3d5,Flipkart Customer,5,Worth every penny,great productit may deliver copying speed upto 100mbps
review-4cbaf17b-d23c-463b-a874-2ad8a9e91185,Sandeep Mittal,5,Seagate harddisk,awesome product delivery
review-496bec24-8aa9-491a-8f7a-911dd1a54179,Flipkart Customer,5,Highly recommended,wow nice hard disk
review-f0d59a53-848d-4ed1-b184-44c2dc0cefe7,Flipkart Customer,5,Nice looking,good working
review-9d1f67bc-2306-44ae-b29c-7fde85eb8d6b,TARUN SHARMA,5,Best in the market!,nice product far
review-88378ba2-043d-4d19-8b9f-cbedf399f255,sumesh k s,4,Delightful,good product
review-25badadb-f566-4242-adc8-c230a770a8f8,Sameer Nadaf,5,Good Product,good product
review-85da2fd8-cf51-4468-92d2-9e15e979e4f4,SUJITH R,5,Best in the market!,wonderful
review-07399f40-98a1-49c4-a23e-12d011a47b7e,Virendra Neve,5,The product is very good,good hard disk
review-78fbf490-cebc-42e5-8198-96e614e9d89e,Ravi Shankar,5,Just wow!,good compact size
review-2214985f-7676-427d-858f-2904a10ef79b,Flipkart Customer,5,Must buy!,worth buying quick delivery flipkart
review-411c794a-cb8b-43a0-9a0d-443067f2a8cb,Flipkart Customer,5,Very good product,excellent product thnx flipkart
review-5ad48f40-4f39-452e-bf3d-66f010ce1f2c,sumon sadhukhan,4,Good quality product,good product
review-d6eb887e-4145-48f8-b71d-af2af2c24141,Senthil Kumar SM,4,Good quality product,great deal nice product flipkart
review-6261e538-925c-41af-ac4e-4617659cd5f7,Sachin Sharma,4,Good quality product,great product fully compatible size
review-b7b32fcb-ab63-413c-b061-c91a9420db93,Vijay Kapaganty,5,No words to describe 3 cheers,words describe 3 cheers segate always perform like champion compared products
review-a58fb52b-9f91-44f6-93ac-536994e1df9a,Aniruddh Prabhu,4,Nice product,good product company always ready prompt support
review-53d9061c-d527-4078-afce-94bf9a52c4f0,mohammad saif,1,Did not meet expectations,worst hard drive ever replaced already two time 6 months data lost please dont purchase
review-165ecdbd-c2fb-4359-8bc0-112219a68919,Flipkart Customer,4,Worth the money,gud
review-1de22e6d-3317-4197-a504-34f03212dea3,sanmukha rao dasari,5,Must buy!,nice produt smart
review-6247e2d8-8646-4ca1-83a0-8388b1af6acf,Flipkart Customer,5,Highly recommended,complaints happy customer
review-492dd76f-8514-4a2e-b49c-ce530cf3b4d5,Theagarajan,5,Awesome,best performance speed good hanging issue good go
review-f630e1d7-69fb-4752-8ba2-b2c20a607284,Aruj Jaiswal,5,Brilliant,cable problem
review-bf372512-9906-4c74-85ef-730758e1ff2b,ASHOK G,5,Classy product,goodspeed transfer good
review-df109cc7-207c-4ca5-9781-d209133a8e92,RAJIB SARKAR,5,Classy product,best quality price range
review-ab4b7f2d-4279-4085-973a-352136f0b875,Shubham Tiwari,5,Great product,hard disk good potableand many moreoverall good deal
review-4ba7eef4-aacd-466d-a12f-03331cd7c85f,manish mishra,5,Best in the market!,performance quite good easy operate
review-5df112f2-6c28-4e3a-b891-c938f17c6a07,maneesh,3,Nice,nice
review-81a738c7-984c-4e20-a8c1-d570ecedfe79,Flipkart Customer,5,Excellent,nice product
review-189bf194-8331-4cc1-b73a-d60a74747c7e,Subrato Chakraborty,5,Worth every penny,best product price range
review-780e6145-e3a9-45f3-bc9f-0dfd86f8f1ca,Flipkart Customer,5,Great product,good fast delivery
review-f96ba4f2-7c44-4fc5-ae97-2392b4d350b5,Pratik Waghela,4,Delightful,good performance slimmest drive easy carry
review-a68bd07a-9228-42dd-a155-4d4326a083f6,Jaisus m varghese,5,Great product,hard disk disk onevery speed transfer fileseasy handlebut usb cable bad
review-3f3f3e48-025c-4d97-9cac-eaa6978ce733,Abhishek Verma,5,Best in the market!,nice product
review-43c51b4c-08fb-4790-b7a3-94acb6f9bf03,Flipkart Customer,4,Very Good,best thingi bought
review-5950fe31-7eb7-48c5-9110-62acd18bd506,Deepanshu Antil,2,Slightly disappointed,ok ok product
review-598e3d71-89b2-4256-9633-5703681f3a45,mammu chidu,3,Nice product,good
review-d63338ac-5944-4535-ac64-ce2cb8d3a476,Flipkart Customer,4,Very Good,ok
review-1f1a0fdd-e4f4-4eda-9ac7-50c8a2398a50,Simranjeet Singh,5,Classy product,product awesomeit reliable became fan itthank u flipkart
review-a189dc5a-72c8-4c43-9d5e-96b4496289b9,NANDAKUMAR CHOKKALINGAM,5,Super!,good usb cable little bit tight
review-522ef679-adc5-4767-9070-2947196e1b2d,Smrutiranjan Behera,5,Mind-blowing purchase,good producttransfer speed good
review-564731fb-1e43-43e6-9c34-de524a8be31b,Anil Gawari,5,Just wow!,nice product
review-1978ae85-e934-4fdd-bfdc-a844cfb74791,Yogesh Prajapati,5,Simply awesome,slim light weight product love
review-9211335a-557d-4bee-a40f-362f5d67198d,Shashi bhusan Pratihari,5,Best in the market!,nice product
review-cf2e56c0-3aa5-4273-ab9a-f32345b6fe39,Flipkart Customer,5,Brilliant,nice
review-bbe9c4b9-8027-4812-ad53-cd53320544dd,Shubham Yadav,4,Worth the Money.,six months working smooth good product
review-1cedb9ec-ce16-41af-8b1e-92278a754518,Kallol Mandal,5,Just wow!,good
review-df527c25-2ff0-4817-997d-46dee0d0304a,Ishita Debnath,5,Worth every penny,purchase great thanks flipkart
review-e0f1cb3f-a1df-43fc-a2ef-76ee09642c53,SUTHAGAR T,4,Quick copy,fast data transferring
