,one_plus_7t.csv,customer_id,user_name,ratings,review_head,review_body
7279,7279,review-4864bee4-8b40-45e0-bbaf-b6182ff8aab9,Anil Khade,5,Super!,excellent phone
7280,7280,review-2b84f791-afc3-4a39-8e5a-da0455981d47,KULJEET SINGH,5,Excellent,good working
7281,7281,review-abb250d1-55cb-475c-9e66-bfc9e91a5cad,Surya,5,Classy product,thank
7282,7282,review-286f3547-cc30-4f12-b172-54fe39bfb71e,visha visha,4,Nice product,product good
7283,7283,review-8e715d8f-a7f8-4e27-ac83-563ad0566102,Rohit Jain,3,Nice,overall phone good battery takes much time chargealmost 2 hr needed complete charge phone
7284,7284,review-e2897793-6bc4-4c92-93ff-9b6a0bad813a,Flipkart Customer,4,Good choice,great deal worth money
7285,7285,review-798527b2-79c0-4602-b4f3-6214bbe6a3be,VR Ganeshan,5,Must buy!,replace item working nice
7286,7286,review-eb89d165-00ec-46a4-9e67-708f60566baa,sakir dodai,5,Worth every penny,nice product
7287,7287,review-715cbe3c-bebf-4e7f-bcdc-f17065869022,Rajesh Reddy,4,Delightful,nice
7288,7288,review-3c68e192-4185-46cb-b802-26b17b0b64c8,Debarshi Bhattacharyya,5,Just wow!,great phone budget
7289,7289,review-75072fb3-8b0c-44ba-b4c1-53d8649f9179,Deepak Kumar,5,Just wow!,excellent
7290,7290,review-f8ccaac6-f0ae-469e-8a4b-c95b10387537,Flipkart Customer,4,Value-for-money,v nice
7291,7291,review-6fb3f916-07dd-4181-87ee-cbf76437685b,Rakesh. A,5,Awesome,good
7292,7292,review-8fd645c4-7d3a-4e4a-aead-97b8da2eb833,Pynshainaphang L Nonglait,5,Best in the market!,love
7293,7293,review-7be85aa1-da55-431b-8df9-1282ab7eab94,Flipkart Customer,5,Fabulous!,nice product happy product
7294,7294,review-d23e7a28-f66e-4c77-88bc-465f9a78b142,Mohammad Tasir,1,Did not meet expectations,getting network issues
7295,7295,review-9f54ff5e-9887-4351-b5c7-3af2ead65c03,Shubham suryavanshi,4,Wonderful,best product price range
7296,7296,review-2efd9f20-0b3b-431c-bd12-bdb58759f408,Ajay Rajput,1,Did not meet expectations,4 months getting hang badly applications even camera also camera clarity also good even 48 mp camra
7297,7297,review-e9630219-a4b9-4e8a-914f-bdb541f3a293,Vaasu Padala,5,Brilliant,im using since 3 months camera quality aswome
7298,7298,review-788dd143-e6c7-4a5c-964c-b6dcfdb0d33e,Flipkart Customer,4,Really Nice,gadget good camera quality superbbut one thing fone sound yes sound quality badoverall redmi note 7 pro good
7299,7299,review-0f574117-dcb9-43bd-9c3a-c13ccdc3c171,Rohit Zode,5,Awesome,nice mob
7300,7300,review-c3fb7aab-7ada-433a-8b0d-b2d3d1a699ac,Amit Patel,4,Value-for-money,good product
7301,7301,review-afca5ece-7641-42ef-ba60-344bfb88cba2,Vicky Kumar,5,Must buy!,best phone
7302,7302,review-e4d55210-95ae-4b13-b448-f5c1e69d720d,AYAN BANERJEE,5,Fabulous!,excellent
7303,7303,review-89a413c1-249b-42d9-8d44-a902911c7f3f,Prasanna kumar Das,5,Terrific purchase,osm
7304,7304,review-9ad1d6f5-d9f6-458a-bb30-ab1169b9c43e,gopu maridu gopi,5,Brilliant,super good thanks flipkart
7305,7305,review-6ec738e7-e6d3-40ee-bf05-5660072c2872,Diksha Makare,5,Simply awesome,jst loved rate thanks flipkart
7306,7306,review-4a67888b-060c-47c4-9d41-6b1c40a3b8a6,Sanjay Parlekar,5,Perfect product!,mind blowing pice
7307,7307,review-2fbfe42d-f41a-48ef-b5f2-2580d142848c,Flipkart Customer,3,Good,super
7308,7308,review-c22b5964-e3b4-4f6a-9b18-2790175d226d,ABHIMANYU YADAV,5,Terrific,nice mobile
7309,7309,review-fd94d6d8-d197-4992-814e-647673f1594f,Abu Shabab,5,Must buy!,nice performance
7310,7310,review-6b44e52c-31b6-4cee-a87d-7fc49cfcea2c,Flipkart Customer,4,Pretty good,powerful
7311,7311,review-e0b406d6-7f29-44d4-ab9e-d4c931f622e4,Dharmendra Vaghela,3,not having waterproof feature,phone waterproof suggesting buy phone water proof support
7312,7312,review-1dcd1831-2595-486e-9243-87adbd5b5d83,Rigved Gajbhare,1,Worthless,phones imei number suitable exchange able exchange phone flipkart dummy piece sad mobile phone
7313,7313,review-d7f68874-600b-4d09-abb6-9db4cee0e9d3,Flipkart Customer,5,Perfect product!,value money amazing products cheap rate
7314,7314,review-4e820d17-d1a6-4336-8955-a1e72e3df2cf,Rabindra kumar,4,Worth the money,nice mobilecamera nice
7315,7315,review-816c606c-4fa2-4a58-b761-7f00df32a0b2,DHIRAVIYAM M,5,Just wow!,value money
7316,7316,review-a0aa8d82-8d93-4235-a09a-75b12104a9ba,Akash Kumar,5,Just wow!,mindblowing
7317,7317,review-08b6ae0a-959c-435a-9c08-a8f4212aea77,Sonu Roat,5,Worth every penny,nice one pice
7318,7318,review-bee7b001-c8d8-4f16-88e5-d894e399c037,Flipkart Customer,5,Fabulous!,good
7319,7319,review-e0954096-3e28-48ed-9dc3-c6555f102e52,Bobbala krishna Kumar,5,Mind-blowing purchase,good mobile
7320,7320,review-a6867229-6948-49ec-9386-e575c4afedb2,Bapurav Atpadkar,5,Best in the market!,nice product
7321,7321,review-88908bc2-c025-4fd4-99e5-0cd521ae0984,Shivam Kumar,4,Good choice,white best
7322,7322,review-efe0ef60-4435-42e0-a0aa-36fc10fc1648,Akash Sapkal,4,Very Good,awesome product also thanks phonepe couponthanks redmi
7323,7323,review-409b49f2-ad01-410c-a2c5-bf1e488beafe,Flipkart Customer,5,Just wow!,value money
7324,7324,review-ed4276ea-1a9d-494b-9dda-7892561b7375,Vikram T,3,Decent product,gud
7325,7325,review-59473ec9-e289-45fa-bff9-a71451562881,Sushant Kumar,5,Terrific,nice product
7326,7326,review-d6909962-59b3-4f36-895c-6f84fbf9eef5,Flipkart Customer,5,Brilliant,camera awesome
7327,7327,review-2ea261f0-0e76-4f2e-8710-24eac718f833,Flipkart Customer,3,Nice,phone good except hybrid sim tray excellent mediocre users
7328,7328,review-ee044b41-f7ed-4e60-84d1-3b33d93e5bd5,Nilesh Pankar,4,Delightful,mind blowing performance
7329,7329,review-1f7850b6-85ad-4cba-957b-356076d8ac6e,DINESH KUMAR BARICK,5,Wonderful,wonderful phone
7330,7330,review-70b0a5f1-026e-42f8-b99e-4079bc1434c5,अतहर अंसारी,5,Must buy!,realy love
7331,7331,review-be646284-7b3f-4c62-af9a-f88ad583d893,Manisha mohapatra Customer,5,Mind-blowing purchase,nyc
7332,7332,review-348ca102-a7bf-485d-920e-9e6d0f91d29e,JEMIMA SULTANA,4,Good quality product,happy phone nice phone
7333,7333,review-86c872da-391c-462b-bb04-b8dbbd6e3ad8,IMRAN AHMAD NOVISH,5,Brilliant,best one
7334,7334,review-ae316e19-6610-4e6e-9bbe-e6a04fbb9d1a,Vikas Lakkad,5,Terrific,good product nice phone
7335,7335,review-90631889-6687-47af-a6f3-e038f5f238c5,prashant bhagade,4,Really Nice,good
7336,7336,review-33f7ee87-d2e4-4291-8407-7cc587f5cdbe,Rishi Manhar,5,Mind-blowing purchase,mi note 7 pro good camera battery display performanceoverall mi note 7pro rocks
7337,7337,review-acfa1e12-6e77-47ea-9e21-bcd3184e36e8,Flipkart Customer,5,Must buy!,good handset
7338,7338,review-a651c034-e91e-4e86-8e41-f8c499b7d908,Rajasekhar Gora,5,Fabulous!,wonderful camera
7339,7339,review-60cfcdda-a5f4-4a56-b3ed-35e7405a323d,Reeyazuddin Kadu,5,Wonderful,loving phone
7340,7340,review-57eccd9d-c864-479d-8580-0249203c063f,Pushpendra Kumar,3,Good,good
7341,7341,review-0db9ba69-a298-401f-ba34-8142df71a11b,Avinash Kumar Singh,4,Really Nice,awsm
7342,7342,review-c69a305e-5973-4e1c-b3b3-5529694e7a4d,Babuya Fakir,5,Excellent,nice
7343,7343,review-6545a2a2-d6b6-4b70-aeca-c726e4b4c80d,PRATIK MANDAL,5,Best in the market!,superb
7344,7344,review-199e7dbe-302b-4d31-8d92-23dad064799e,Flipkart Customer,5,Must buy!,great
7345,7345,review-13072fb0-b16a-411c-9520-574bf4170206,HARISH KUMAR MEGHWAL,3,Decent product,good
7346,7346,review-3057e9a9-798d-41ac-9924-90adec31102a,Mahammad Alam,5,Wonderful,super
7347,7347,review-60165377-e2ad-4d5d-baa6-d75657b2ffed,Flipkart Customer,5,Simply awesome,bad
7348,7348,review-7dcde3e3-53a4-4d19-89f6-b0d7e2f824ec,Prashant kumar Prabhakar,4,Worth the money,nice phone
7349,7349,review-04104b78-8e59-4fdf-bbef-bd94553d16f3,Vikash Kumar,5,Worth every penny,nice product phone looks royal dashingoverall awesome phone
7350,7350,review-def5fc5b-3d27-4772-83dd-3f8f7b856061,Bapan Lohar,5,Wonderful,good
7351,7351,review-abea91ba-7d9e-4922-9810-c93bdb052e21,Anil Kumar Shukla,5,Best in the market!,terrific purchase best cell phone mi well
7352,7352,review-04f64ced-6843-4769-834c-90c14c0e8e1a,Flipkart Customer,5,Worth every penny,nice
7353,7353,review-463fea7c-76ad-4bbe-aa9a-4681f4a5eba7,kalyan kothagunta,4,Delightful,display ok good wise superb
7354,7354,review-c6bef2d1-c94e-4b56-929c-bb96677b2371,Mahadeb Das,5,Super!,product good
7355,7355,review-8f52cad3-c653-4e89-984c-53487f83c2d4,Sk jamir ali Jamirali,5,Simply awesome,good
7356,7356,review-c6e9a147-a0a2-4c63-9449-d320192f8081,sujit biswal,4,Really Nice,good build quality sharp camera processor well amoled display could add weightage phones reputation
7357,7357,review-8e0e1aef-afb2-453d-bdc7-d58de6e9ff9f,Patshaboina Sateesh,4,Value-for-money,value money
7358,7358,review-bd9f86b7-d260-4ab5-a176-5e7e12d22595,A.L.Narayanan,5,Simply awesome,nice producteasy operate
7359,7359,review-2c40383e-daa5-4228-9181-9853dfdba42f,Satish Yalagi,5,Just wow!,good
7360,7360,review-e4b6fba1-faf7-4de8-82df-b1c886def0e6,MATHEW KURIAN,4,Really Nice,good moderate usera normal user surely get 1day full battery back upcamera performing almost welldont expect fast charging usual take around two hours full charge
7361,7361,review-5a8566ce-a1f3-4d1a-a7b7-74110527c9ac,Flipkart Customer,4,Very Good,best phone price rate
7362,7362,review-52e07142-e81e-45dd-ab7d-d624e80b5b1f,Pankaj Das,1,Useless product,redmi note 7 pro
7363,7363,review-a0ff7576-9fec-4f14-b297-036b31ac96c8,Revathi Sankar,4,Good choice,super
7364,7364,review-d5a670d7-0100-46c2-89c6-5e7b239b8516,KANAKARAO KONDAGORRI,5,Simply awesome,camera goodasome mobail
7365,7365,review-1dff4e35-de7a-43c0-9c93-c7c8085ebce0,Flipkart Customer,5,Excellent,awesome
7366,7366,review-b7af2898-f9dd-4c87-9223-ddcb86cf85d6,Chandresh Goswami,5,Terrific,awesome productfall love
7367,7367,review-fe87e5a6-77ac-4dc3-832b-303cdb233142,Tajirul Islam,5,Fabulous!,thanks much
7368,7368,review-5d9f22c1-c8cf-4dc7-859f-22dbcda6e44b,Premchand Kujur,5,Mind-blowing purchase,nothing complaint price point everything great
7369,7369,review-3f878bfc-593a-4344-99d5-25f4063e77c2,Flipkart Customer,5,Worth every penny,awesome
7370,7370,review-9a228a76-e1e7-459e-8ec5-c01568571c59,Sharmita Banik,5,Simply awesome,good
7371,7371,review-16843c68-9f78-4d79-8216-6e5ca2a7eefc,Saroj Behera,5,Wonderful,nyc product thanks flipkart
7372,7372,review-87858d30-be2d-48d4-ac9c-f578265ffb94,TAMILARASAN R,4,Nice product,mi always good
7373,7373,review-f1f56e27-59b7-40a1-a512-1eeffc397f2f,Hemanth Thodeti,5,Excellent,nice
7374,7374,review-37d7ee00-fe8b-47bb-8631-08cdc798bf55,Flipkart Customer,5,Worth every penny,nice
7375,7375,review-1bf47ec3-c071-43e8-996a-13189df072e8,Jitender Bedi,5,Excellent,good quality product
7376,7376,review-c285ca8f-2c31-4478-9b3a-331cb4597931,Dharmendra Kumar,5,Terrific purchase,best
7377,7377,review-a35985f4-76ee-46c7-9987-a86419a8a325,manish verma,5,Just wow!,awasome
7378,7378,review-cd36d0ff-6f71-4858-8f98-5baffe0cbd60,Flipkart Customer,5,Must buy!,good performance
7379,7379,review-78508df1-91a4-4f38-8939-7155e26dfa90,TIKA RAM RAI,5,Classy product,u must buy
7380,7380,review-1b460e1b-1761-4c2a-a47b-eda2b5bbefd7,shiba majhi,5,Mind-blowing purchase,good phone also good packing
7381,7381,review-cc4a491b-ccc7-494f-8c04-9094dcc43a50,deepak,4,Really Nice,average
7382,7382,review-06656986-49ac-415a-a844-c09654fd902a,Ravi Arya,5,Fabulous!,best phone price
7383,7383,review-6202b546-f2b2-4c88-bbed-d2f703f1eda3,ankita dutta,5,Must buy!,wonderful
7384,7384,review-b00cf2f0-374a-46e2-8131-d8e221ad8b64,Vikas Sharma,5,Classy product,good product price
7385,7385,review-5dc5b262-30c4-4b44-949b-43b0cccf0710,Naresh Madasu,5,Wonderful,nice product
7386,7386,review-d2c45413-64bd-42f4-99eb-a3ac5f62bca9,Flipkart Customer,5,Best in the market!,good best
7387,7387,review-a359dcee-6b03-4f66-ba95-0ab482dec69b,Saddu Hussain,3,Fair,camera sony sancer
7388,7388,review-dcad2daa-b73e-49e5-ba78-600a0386605c,SRIKANTH GOUD GOUNDLA,5,Excellent,value money
7389,7389,review-5c2948a0-3350-4f6c-93c7-21f8649e9bdb,Mukesh kumar,5,Best in the market!,good
7390,7390,review-7939ccd2-4df9-4fc6-9d45-50691f60f828,Sankalp Dwivedi,4,Wonderful,camera good heats game vedio calland camera hanged open whatsapp app
7391,7391,review-5b309dc8-fb09-4af8-9c72-d01a37f975d2,Ganesh Srivas,5,Must buy!,bahut hi badhiya mobile nice camera
7392,7392,review-86c6b369-72ff-4d6f-901e-ea9afe455f28,Rohit Mahato,1,Worthless,using 20 days receiving display working power key works
7393,7393,review-fa5fc997-88fc-4fe8-8175-660d82ef02e3,Flipkart Customer,4,Good choice,super mobil
7394,7394,review-59b1e10c-cdaa-4b6c-a88f-71dec5086aef,BHASKAR Dhumal,5,Best in the market!,nice hang
7395,7395,review-ced3902c-8f18-44f8-b6c9-2dbd8232bf2a,NEMI Chand Meena,5,Super!,bad
7396,7396,review-3821c776-37e0-4cc8-b18a-e865ee6194e4,Umesh Pandey,5,Best in the market!,good
7397,7397,review-ac12c42c-f2b7-4ff9-a2f3-df63e9fc8a65,Sunny Jha,3,Fair,good best
7398,7398,review-13fff73b-6d16-44cd-819e-23417121da99,Ajit Vhatkar,5,Must buy!,perfect mobile everyone
7399,7399,review-fd7f671c-e2ab-434c-be86-4212869af027,Swapnil Redkar,4,Wonderful,say screen gorrila glass protection gets scrathed even minute force
7400,7400,review-fd0f9424-9ebb-4bd3-8a5a-1aa0dbd96200,Dheeraj Giri,5,Terrific purchase,value money mobilehigh performance mobiledesign build quality osmbattery backup mobilecamera quality osm
7401,7401,review-46b3b146-152a-4892-9e4e-03c0f80fd8e7,vasu Dev,4,Delightful,superb
7402,7402,review-3791be9e-ddcf-497c-a765-74a435ff30f4,Shaikh Shahrukh,4,Worth the money,nice product best specs
7403,7403,review-965d115e-2a99-4ad4-8d71-999c7ecb03c0,Surya,5,Super!,like phone awesome
7404,7404,review-981f006b-17d0-4b0b-87df-f37f17cc5680,Santosh Kumar Paribrajak,5,Perfect product!,good
7405,7405,review-07a9d5e4-be94-4dad-93b6-92f0f0a75dc8,Flipkart Customer,3,Nice,excellent
7406,7406,review-3624fb53-ee63-40e7-a30d-a1846757ce97,BHAGABAN BARIK,4,Pretty good,best quality
7407,7407,review-716aa6a0-026e-427e-9530-fce85eaf550d,Flipkart Customer,5,Just wow!,good phone
7408,7408,review-09171163-0d1e-4b01-b812-40e6bc02292e,Sushil Kumar,3,Just okay,phone perfect hitting issue usingotherwise phone ok
7409,7409,review-9a226812-a09a-42bd-8587-93f213794293,Akshay Mohite,4,Really Nice,good
7410,7410,review-a0a9c751-e9ea-487f-a9c5-454d543b927b,Flipkart Customer,5,Awesome,nice
7411,7411,review-4f3cf8a7-f762-4342-8efa-e8c44b0f29b1,Amit Chaudhari,5,Awesome,love mobile camera quality good standard must buy mobile
7412,7412,review-7c81e757-d08f-498d-9614-0d4d2506303f,Neelesh Kumar,5,Brilliant,superb
7413,7413,review-91490c33-f372-43e8-9e6f-b0cf0640b6b9,Debabrata Meher,1,Terrible product,avarage product
7414,7414,review-28d91ab3-35ab-4dda-b014-22277427f500,Ashok Nadh,5,Wonderful,nice phone valu money
7415,7415,review-e78424af-5167-4627-8f3a-a30088b04d50,Flipkart Customer,5,Highly recommended,goodatisundarbeautiful
7416,7416,review-31284b7d-bb55-49bf-bbe6-37e9a5b003ba,???? ???????,5,Terrific purchase,excellent
7417,7417,review-87a13bda-70f7-47ab-84bd-85d177afc172,Flipkart Customer,4,Really Nice,nice product delivery
7418,7418,review-82c1307f-c54b-450d-836c-19a529671da1,Flipkart Customer,5,Mind-blowing purchase,gud
7419,7419,review-9ceaa485-e4b1-4f28-a0d1-05ec88a6bb5b,Flipkart Customer,4,Pretty good,good
7420,7420,review-2c9dd757-bafc-4db8-a8a4-faa60b6a2f1d,Flipkart Customer,5,Fabulous!,awesome product
7421,7421,review-ebd96fed-4fda-4fbb-923c-61602517026d,Neha Yadav,5,Excellent,great product loved
7422,7422,review-0842db3c-11de-4056-8413-409adf6eb1d5,Ganesh Alvekar,5,Fabulous!,awesome purchase
7423,7423,review-38fa4a81-6b12-4960-a0bc-bc9298bb4b9a,Mohammad Khan,5,Just wow!,redmi
7424,7424,review-ae6645d0-8e9d-4990-a54c-6fc666c2bfae,Mohammad Khan,5,Terrific,redmi
7425,7425,review-d8c349c9-ed74-4416-a6fd-437aab755fb9,Thiru Murugan,5,Terrific purchase,best mobile price
7426,7426,review-4b6e28ac-5038-4481-aff0-32cebfaff1d7,Flipkart Customer,5,Mind-blowing purchase,bad good
7427,7427,review-d89f6b5f-e0f5-4e70-a6ab-4655e17dcfd3,Ramesh Raj,5,Awesome,super camera nyc
7428,7428,review-be703c43-88c2-4ec7-b358-da96340078a9,YoVix LovsU,4,Really Nice,worth compared price happy nice perfect cell phone everyone
7429,7429,review-2d4eefaf-328f-47d6-b605-dba70ad955f5,Abhinav Anand,4,Pretty good,superb
7430,7430,review-145a058e-f34c-4812-a002-e92ea00930a2,Khandu Waghmare,5,Simply awesome,nice
7431,7431,review-07a36cc5-164c-43d7-91dd-37af50b3d771,Flipkart Customer,5,Terrific purchase,good phone nice quality camera lag overall nice phone value money
7432,7432,review-a29b8e8d-8f8a-47f7-800e-5dc3ff40a3b9,Omprakash Bishnoi,5,Great product,good phone value money
7433,7433,review-4a5e760e-cd41-4282-9e52-9929c44f3b08,Kamal Singh,4,Good choice,good
7434,7434,review-b4e515d1-38a6-4942-a2bc-a89c85d226f3,Avijit Basak,5,Awesome,awesome phone fantastic rear camera quality front camera ok battery concern ok display quality excellent performance good price range outlook would betterbut expect price range overall good phone must buy
7435,7435,review-51023290-cccd-498f-b76f-1c9e4b7505f4,kapil kudatarkar,4,Wonderful,nice phone
7436,7436,review-49555e54-e33f-4e67-b418-e01c3b38aabd,Sawon Chakraborty,4,Good choice,lets divide review pros conslets talk cons1 user interface bulky2 front camera good predecessor redmi note 5 pro3 display good per price could better4 bloatwares cant uninstall unnecessary preloaded applications5 dont need way update applications google play store sole place applications android device6 video quality impread
7437,7437,review-1a522bdc-dee4-4895-b244-0ba0228c7aa6,Pushpendra Trivedi,5,Perfect product!,wonderful mobile reasonable price
7438,7438,review-2dd21760-abb6-4d2a-ab09-9ed518b6407e,Atul Bhong,5,Mind-blowing purchase,good
7439,7439,review-800a70cb-386d-4cee-bf83-7fb8cb74835c,Flipkart Customer,5,Perfect product!,nice
7440,7440,review-ce4e59ab-76b1-4748-a922-4ec05cd73656,Shantha kumar,5,Excellent,awesome good futures also quality fast delivery happy purchase thanks flipkart seller
7441,7441,review-6a40c62a-edfc-4dc9-98b9-049a22242502,Murali Krishna kalingi,5,Perfect product!,good performance
7442,7442,review-8ac0751a-8d74-4369-8b2b-8b184311482a,Flipkart Customer,5,Mind-blowing purchase,good
7443,7443,review-e987a33d-cd22-4266-a83f-4d2fbf0967e2,srinivas reddy,1,Unsatisfactory,time automatically lost network showing switch working properly
7444,7444,review-bb9733fd-6172-4435-8b02-f794c0f4ac46,ooha malla,5,Brilliant,nice productcamera awesome
7445,7445,review-236be7d2-0880-4f1b-808c-2b035afe2c3d,Anand Kumar,2,Not good,bed camera quality performance like 48mp lowi give suggestions please buy 7pro
7446,7446,review-0163ff95-808f-458e-bf23-68b3f99b594e,BHUPENDRA KUMAR,4,Nice product,good
7447,7447,review-162fabc9-5928-49b4-a5ad-de4d9ec09af5,Monika Gupta,5,Simply awesome,nice phone got 7500 exchange great shopping experience
7448,7448,review-86b518e8-c6ad-490c-b57d-f518da83e343,Karthi D,4,Good quality product,super
7449,7449,review-456fb1c6-a948-4117-a352-f4d3471c1ab8,Mohammad Rafi Alam,3,Nice,good
7450,7450,review-3bc88c29-da4f-459e-a0a0-0837b4505ee9,Flipkart Customer .,1,Very poor,shoddy bug infested software
7451,7451,review-ccfb24ff-4530-4f54-b0d8-47c575889926,Achyutananda Dash,3,Good,super
7452,7452,review-e1af1620-4046-4372-8b5c-7869ddb63d05,Tabish Alam,5,Excellent,awesome mobilegood looking except camera portionnice battery back upgood sound loud qualityperformance better
7453,7453,review-64239386-7dfb-4438-8515-5ae8cd1a8451,Flipkart Customer,5,Brilliant,reasonable price
7454,7454,review-7fbd56ae-c136-413c-b8c1-6feca8d7f900,Dipak Tripathy,3,Fair,good price
7455,7455,review-efa15df3-5e92-4656-84a4-5d8487d98cfc,Flipkart Customer,5,Classy product,good
7456,7456,review-a70de58f-d4aa-42fd-b58b-02d2142e4dd8,Flipkart Customer,5,Just wow!,nice mobile
7457,7457,review-130c08b7-c8be-4e8b-8e16-9b03c2bdf344,D Thakur,4,Pretty good,software may upgraded
7458,7458,review-dcdb743f-2622-46b3-9b9a-e3f2912f46a9,Shaik ajaz Ali,4,Good choice,good budget phone
7459,7459,review-973bcb2e-d0ee-4e26-8a25-c15b40a62e0e,Yatin Darji,5,Brilliant,wery good
7460,7460,review-4662188c-2057-4bdf-907d-c4adb285c6cb,Satnam Singh,5,Must buy!,awesome
7461,7461,review-79fe9998-52d0-4ac7-92bd-dc2c610b94b9,Flipkart Customer,5,Great product,good phone value money much difference found market price flipkart app using last 34 months didnt found much difference
7462,7462,review-eb1d8e47-2ace-4073-9763-fd9afc2b9bd5,nitish kumar,1,Horrible,hanging problem
7463,7463,review-f5806f5e-ff59-4f6c-8dda-66efe3978d96,SANJEEV SINGH,4,Really Nice,good product
7464,7464,review-9d82e0c4-14df-41b8-b3fe-da4c22ef6599,Flipkart Customer,3,Fair,super
7465,7465,review-594030f9-a62d-4018-ba6d-256845473f41,Manish Rao,1,Very poor,expectedpoor performance
7466,7466,review-3166f4e3-42f8-4d2d-a33e-6e2c1ba4045c,Flipkart Customer,5,Just wow!,fully satisfied
7467,7467,review-7c0c9fae-9a27-4d25-82fc-11c2ba0e30aa,jai selva,5,Fabulous!,nice product
7468,7468,review-0a79dbb6-f9a4-444f-a4f4-3e91910100b1,Mukesh Kumar,5,Wonderful,good
7469,7469,review-2deef6c5-b04d-4ad5-a484-672247f24728,Harshvardhan Rathaur,4,Delightful,phone good problem got phone long time 20 days delivery date got day didnt get product think dont give late delivery next time
7470,7470,review-ee180d42-6142-4a12-8703-8ae20eca6248,Flipkart Customer,5,Perfect product!,superb
7471,7471,review-d3a10cfa-e84d-464d-a2d9-f84d9cb1e47e,Titus Binoy,4,Really Nice,overall performer competitive price
7472,7472,review-c72cbb6a-81a2-4464-ac0b-d9c99a1fcb29,Remlala Ralte,5,Super!,good
7473,7473,review-6a00e473-e50b-43e1-8ca5-216148f75b4b,Venugopal,4,Good quality product,allbtyebfeatures provided superb biggest complaint sudden losing network unless restart wont reflect back happening frequently
7474,7474,review-7ef2d5cc-8ad1-4fa8-af83-da3249cc3107,shoaib ali,5,Just wow!,good phone
7475,7475,review-780fac46-14ab-4425-985a-d972522e0785,Md Iqbal Hussain Hussain,5,Great product,exelant mobile
7476,7476,review-90a01b5a-5d41-4736-add6-91c90ce8768c,Sagar Nayak,5,Brilliant,real camera beast
7477,7477,review-2d269f79-ef18-4d13-a350-b15f8ed5969b,Ramu Kaka,5,Super!,best performance range specifications
7478,7478,review-238c56c7-d8c9-437d-a47a-944dda0c5b93,Sonu Singh,5,Classy product,gud
7479,7479,review-0d07ff49-1f71-4ba7-809e-9d207c826de3,Alamin Jahari Molla,5,Classy product,good quality
7480,7480,review-179c8559-60ed-4d14-9f2c-807271de6697,Flipkart Customer,5,Terrific purchase,exilent
7481,7481,review-3495183f-fca5-44d8-b0d9-f0783166f2b0,Shilpa Sukadeo Tiple,5,Terrific purchase,phone awesome received good condition
7482,7482,review-cb7dc236-d845-44a5-88a4-224acdbe1546,Hiranya O Naik Naik,5,Classy product,good
7483,7483,review-87583f85-7ff0-4a38-8f10-7a04280e4fce,Prathap m j Prathu,5,Terrific purchase,battery performance low
7484,7484,review-0f7f44e7-79e2-4e6b-9bf4-80d5566c4d72,Kedar Bhope,5,Great product,phone performance good camera awesome smoother heavy games display nice sound quality good selfie camera better miui update better option price range
7485,7485,review-7186a5cd-bf4d-448f-bba8-601dd26cd81b,Veeresh SK,5,Great product,best one
7486,7486,review-78574b39-936f-437a-8b2b-009304507c15,Mohammed Waheed,5,Simply awesome,nice products
7487,7487,review-1a9993d0-c234-4da7-b446-64ef493d866b,Rahul Jaiswal,5,Excellent,well good short budget
7488,7488,review-9b202bfc-24a2-4526-a61f-33de4d7d45ba,Flipkart Customer,5,Worth every penny,good product waste money good camera high performance
7489,7489,review-0221ba1c-09af-4705-8e72-88f65437fc48,Suresh Yalla,5,Worth every penny,good phone
7490,7490,review-1f130cd4-0524-4972-ae3a-026fdaebdee5,Durga prasad K,5,Awesome,im writing review 6 months im happy phone low pricedisplay 55battery 45performance45
7491,7491,review-7ef00326-96e3-463e-9ce3-b7db318e5a75,Vivke Ujeenwaal,5,Excellent,awesome color
7492,7492,review-d04a038c-1168-480c-b8a9-f42a576ced3d,Mohd Ishtiyaq,5,Super!,good product
7493,7493,review-b8900c94-ce9a-4e51-8ac5-1d9433edcc0a,Aslam choudhary,5,Fabulous!,nice
7494,7494,review-7657d33a-3416-4b50-984e-8a2cae4a5bbc,Gokul Rock,5,Wonderful,bad
7495,7495,review-44bc354d-e7d0-4803-97c5-4da79fa938ab,Flipkart Customer,5,Super!,good
7496,7496,review-bc94c759-0f6f-4306-a88a-c1fbe9d3fc4a,Surojit Singharoy,5,Terrific purchase,ok
7497,7497,review-1f6f813b-2790-443f-83b9-6a18293264d8,Jai Kumar Lohan,5,Worth every penny,awesome product mithanks lot flipkart
7498,7498,review-04e7c26e-c897-4da7-97e0-422203d6fd53,sitaram verma,5,Highly recommended,great phone value moneybest camerago
7499,7499,review-8e549fb5-9f3a-41c4-8bf4-96c931592e80,Flipkart Customer,5,Awesome,one best phone low rate
7500,7500,review-2228178e-b63a-437c-951f-9ea4d4b0dce3,Flipkart Customer,5,Highly recommended,good
7501,7501,review-63c7a592-374a-4f0e-83de-d21ecf72ffa6,Nanha,5,Awesome,nice one
7502,7502,review-d370b9c3-8f38-499f-aff2-eefcd2a49a88,Sandeep Garg,5,Super!,nice product moonlight color pretty much glad buy
7503,7503,review-a1cba8b9-8258-462b-b09a-f5288f01d6ef,Muthu Kumar,5,Wonderful,supar phone
7504,7504,review-f2f63697-0fce-4af4-8b80-406ac93c4615,Meet Parekh,5,Mind-blowing purchase,good phone
